plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
WY 3017,TX,USA,COMMERCIAL,True,2002,Subaru,Forester,Green,3 Axle,TAG,True,AGN867,TAG3835,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Thomas,"27699 Nicholas Fords Apt. 046, Davidville, UT 55730"
AR 1090,GA,USA,COMMERCIAL,True,2012,Toyota,Tacoma,Green,3 Axle,TAG,False,AGN481,TAG7604,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,John,"635 Hebert Green Suite 635, Jamesmouth, WV 39818"
NE 1331,WA,USA,ELECTRIC,False,2024,Toyota,RAV4,Blue,6-plus Axles,VIDEO,,,,,,,,,
IN 7308,NC,USA,ELECTRIC,False,2022,Honda,Accord,Black,3 Axle,TAG,False,AGN236,TAG8106,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,Christian,"7384 Taylor Fall, Richardchester, MO 16539"
PE 6802,NC,USA,COMMERCIAL,True,2007,Honda,Accord,Blue,2 Axle,TAG,False,AGN274,TAG4824,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Michael,"299 Shirley Land Suite 698, Robertsonfort, SC 45799"
ID 4790,CO,USA,PERSONAL,False,2005,Ford,Explorer,Red,5 Axle,TAG,True,AGN433,TAG1255,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jessica,"468 Smith Square, West Cynthiaville, ID 91852"
KA 3685,NJ,USA,COMMERCIAL,False,2013,Honda,HR-V,Red,2 Axle,VIDEO,,,,,,,,,
CA 6531,VA,USA,COMMERCIAL,False,2023,Volkswagen,Tiguan,Red,2 Axle,TAG,False,AGN758,TAG1911,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Nicholas,"05744 Hunter Pine Apt. 789, East Michelle, MA 10404"
OK 506,CA,USA,PERSONAL,True,2011,Audi,A6,Black,5 Axle,TAG,True,AGN815,TAG8133,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Samuel,"2276 Irwin Stream, Nortontown, MP 02815"
VI 6262,TX,USA,ELECTRIC,True,2002,Volkswagen,Tiguan,Red,4 Axle,TAG,False,AGN464,TAG7779,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,George,"762 Nicole Streets Apt. 954, Jonesfurt, VT 52830"
AL 8694,CA,USA,ELECTRIC,False,2023,Lexus,NX,Black,6-plus Axles,VIDEO,,,,,,,,,
KA 9916,MD,USA,COMMERCIAL,False,2006,Volkswagen,Pass-at,Blue,4 Axle,TAG,True,AGN719,TAG9560,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Lori,"4431 Williams Ford, Tannerland, ME 24452"
ID 4816,TX,USA,PERSONAL,True,2011,Ford,F-150,White,3 Axle,TAG,True,AGN354,TAG5872,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Daniel,"40958 Derek Field Suite 911, Lake Antonioburgh, IL 20136"
CO 3901,TN,USA,ELECTRIC,False,2016,Mercedes-Benz,S-Class,Red,2 Axle,TAG,True,AGN602,TAG3168,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Emma,"3309 Anthony Trail, Sheltonhaven, OR 63765"
MI 3912,NV,USA,PERSONAL,False,2013,Audi, Q7,Blue,2 Axle,VIDEO,,,,,,,,,
VI 8271,MI,USA,PERSONAL,True,2016,Audi,A6,Blue,2 Axle,TAG,False,AGN259,TAG6990,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Zachary,"78651 Turner Port Suite 791, East Taramouth, AR 84854"
CO 5120,NJ,USA,COMMERCIAL,True,2018,Honda,Civic,Blue,5 Axle,TAG,False,AGN270,TAG8305,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Richard,"6168 Snyder Turnpike, Maryville, UT 79940"
AL 6216,TX,USA,COMMERCIAL,True,2006,Nissan,Sen-tra,Red,4 Axle,TAG,True,AGN456,TAG9882,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,David,"443 Freeman Landing Suite 270, Haynesland, IN 20786"
AL 3229,OR,USA,COMMERCIAL,False,2009,Kia,Forte,Blue,3 Axle,VIDEO,,,,,,,,,
WA 5868,AZ,USA,COMMERCIAL,True,2010,Kia,Optima,Black,4 Axle,TAG,True,AGN647,TAG4857,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Daniel,"3249 Blevins Forest Apt. 902, Adambury, NE 67931"
NE 1841,IL,USA,ELECTRIC,True,2021,Nissan,Al-tima,Blue,5 Axle,TAG,False,AGN213,TAG5326,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Adam,"1732 James Ports, Lake Ashleyburgh, DC 44941"
NE 849,NV,USA,ELECTRIC,False,2012,Toyota,Corolla,Green,2 Axle,TAG,False,AGN860,TAG1497,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Anthony,"USNV Green, FPO AA 91968"
OR 9293,PA,USA,COMMERCIAL,False,2004,BMW,X3,Black,6-plus Axles,VIDEO,,,,,,,,,
VE 2302,MD,USA,PERSONAL,True,2008,Volkswagen,Jetta,Red,6-plus Axles,TAG,True,AGN828,TAG8525,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Summer,"91475 William Mission, Richardchester, UT 14130"
VI 5951,CO,USA,PERSONAL,True,2020,Subaru,Outback,Red,4 Axle,TAG,False,AGN330,TAG4360,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Kelly,"038 Wilkerson Grove, Duarteside, FL 38474"
VE 1225,NV,USA,PERSONAL,True,2014,Nissan,Al-tima,Blue,5 Axle,TAG,True,AGN770,TAG4597,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Daniel,"630 Walters Summit Suite 106, Kellyland, NH 89413"
NE 7698,NJ,USA,COMMERCIAL,False,2009,Volkswagen,Golf,Blue,6-plus Axles,VIDEO,,,,,,,,,
IO 7985,IL,USA,ELECTRIC,True,2019,BMW,5 Series,Red,3 Axle,TAG,False,AGN400,TAG2661,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jeffrey,"9820 Hatfield Oval, Gracebury, GU 76335"
VE 1392,TN,USA,COMMERCIAL,True,2015,Volkswagen,Jetta,White,2 Axle,TAG,False,AGN298,TAG2622,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Mario,"363 Jessica Port Apt. 740, Lake Kimberlyport, WY 63266"
TE 4948,TX,USA,COMMERCIAL,False,2019,Volkswagen,Tiguan,Red,5 Axle,TAG,True,AGN662,TAG9704,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Wendy,"429 Scott Skyway Apt. 814, Brandiville, NV 39145"
WY 1038,TX,USA,COMMERCIAL,False,2020,Hyundai,Sonata,Blue,6-plus Axles,VIDEO,,,,,,,,,
IO 7317,CO,USA,PERSONAL,True,2006,Audi,A4,Red,5 Axle,TAG,True,AGN141,TAG2779,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Juan,"4214 Christopher Bridge Suite 136, South Chadton, PW 86663"
AR 9203,TX,USA,PERSONAL,True,2016,Tesla, Model 3,White,3 Axle,TAG,False,AGN874,TAG8841,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Joseph,"94949 Acosta Extension Suite 607, Thompsonburgh, AR 06217"
MA 9510,MI,USA,COMMERCIAL,True,2024,Volkswagen,Golf,Red,6-plus Axles,TAG,False,AGN265,TAG2665,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Ashley,"560 Huynh Camp, Melissaberg, PR 79198"
CO 8137,TN,USA,ELECTRIC,True,2015,Kia,Forte,Green,3 Axle,VIDEO,,,,,,,,,
MA 634,UT,USA,ELECTRIC,True,2009,Honda,CR-V,Red,3 Axle,TAG,False,AGN301,TAG7312,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jennifer,"6069 Carly River Apt. 862, North Michaelmouth, NJ 07638"
ID 1353,MD,USA,PERSONAL,True,2023,Audi,A4,Green,5 Axle,TAG,True,AGN974,TAG6176,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Mitchell,"5342 Raymond Rapid Apt. 610, Ginaview, MS 42598"
SO 1445,PA,USA,COMMERCIAL,True,2004,Chevrolet, Malibu,White,3 Axle,TAG,True,AGN343,TAG5417,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Charles,"25035 Brooks Turnpike Apt. 209, Danielmouth, GU 95418"
NO 7010,TX,USA,ELECTRIC,True,2007,Honda,CR-V,White,6-plus Axles,VIDEO,,,,,,,,,
IN 6293,AK,USA,COMMERCIAL,False,2020,Kia,So-rent-o,Blue,3 Axle,TAG,True,AGN119,TAG2487,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Megan,"1255 Moore Key Apt. 530, West Richardburgh, ME 44709"
RH 2448,MA,USA,COMMERCIAL,True,2016,Hyundai,Santa Fe,Black,5 Axle,TAG,True,AGN435,TAG9075,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Tammy,"954 Rebecca Light Apt. 184, South Christopher, RI 16867"
WY 623,CO,USA,COMMERCIAL,True,2009,Subaru	,Forester,Black,4 Axle,TAG,False,AGN203,TAG8180,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Laura,"0654 Anthony Glens Suite 485, East Adam, NV 52051"
NE 7214,AZ,USA,COMMERCIAL,False,2018,Lexus,RX,Green,5 Axle,VIDEO,,,,,,,,,
MA 2021,GA,USA,COMMERCIAL,True,2024,Hyundai,El-antra,Red,5 Axle,TAG,True,AGN124,TAG7816,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Angela,"6949 Faulkner Circles Apt. 885, Emilybury, WA 56187"
WE 5177,WA,USA,PERSONAL,True,2001,Kia,Sport-age,Red,2 Axle,TAG,False,AGN364,TAG5633,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Christopher,"59335 Davis Prairie, Ericberg, MO 10913"
KA 5128,MI,USA,PERSONAL,False,2006,Honda,CR-V,White,4 Axle,TAG,False,AGN649,TAG5369,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Deborah,"798 Michael Grove Apt. 576, Matthewfurt, VT 81286"
WE 9917,NJ,USA,PERSONAL,False,2009,Nissan,Al-tima,Blue,4 Axle,VIDEO,,,,,,,,,
NE 341,FL,USA,PERSONAL,True,2017,Toyota,Camry,Blue,5 Axle,TAG,True,AGN685,TAG9393,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Sonia,"36661 Kimberly Green Apt. 397, Jimenezmouth, MH 77356"
ID 6996,FL,USA,ELECTRIC,False,2024,BMW,X3,White,3 Axle,TAG,False,AGN721,TAG3655,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Gabriel,"9776 Perez Neck Suite 021, Jennifermouth, MI 45374"
MO 588,AK,USA,COMMERCIAL,True,2010,Lexus,GS,Blue,5 Axle,TAG,True,AGN775,TAG1201,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Dominique,"87826 Thomas Island, North Jennifer, MO 56473"
CO 9744,PA,USA,COMMERCIAL,True,2003,Toyota,RAV4,Red,6-plus Axles,VIDEO,,,,,,,,,
IL 3551,MA,USA,PERSONAL,False,2012,Ford,F-150,Red,6-plus Axles,TAG,True,AGN293,TAG8281,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,David,"50504 Hicks Mount Apt. 646, West Christopher, UT 96468"
NE 1411,AL,USA,ELECTRIC,False,2015,Tesla,Model S,Blue,6-plus Axles,TAG,True,AGN667,TAG8428,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Michelle,"Unit 9224 Box 3638, DPO AP 51726"
SO 6751,PA,USA,ELECTRIC,True,2008,Subaru,Ascent,White,5 Axle,TAG,False,AGN171,TAG7943,INTEGRATED,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Robert,"34667 Adam Stravenue Apt. 687, East Christopher, NC 77049"
DE 8035,CO,USA,PERSONAL,False,2016,Tesla,Model Y,White,2 Axle,VIDEO,,,,,,,,,
AR 1678,PA,USA,ELECTRIC,True,2016,Ford,Escape,Red,6-plus Axles,TAG,True,AGN340,TAG2009,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jared,"46320 Ward Walks Suite 003, Lake Joshuamouth, TX 35824"
IL 4316,NJ,USA,ELECTRIC,False,2015,Toyota,Corolla,Green,3 Axle,TAG,True,AGN579,TAG7127,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Matthew,"USNS King, FPO AA 41394"
NO 5680,VA,USA,ELECTRIC,True,2017,Volkswagen,Golf,Green,2 Axle,TAG,True,AGN854,TAG7374,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Lisa,"02805 Steven Forest Suite 150, Longborough, SD 30557"
NE 307,TN,USA,PERSONAL,False,2022,Lexus,GS,White,2 Axle,VIDEO,,,,,,,,,
MA 5667,NJ,USA,COMMERCIAL,True,2007,Audi, Q7,Black,2 Axle,TAG,False,AGN200,TAG5967,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Barbara,"2411 Thompson Grove Apt. 193, East Michelle, CA 57555"
SO 482,TX,USA,PERSONAL,True,2011,Kia,Forte,Green,5 Axle,TAG,True,AGN432,TAG5300,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Joshua,"79856 Powell Street Apt. 978, Hartberg, PR 88632"
OK 4773,FL,USA,COMMERCIAL,True,2021,Chevrolet,Equinox,White,4 Axle,TAG,False,AGN629,TAG6171,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Isabella,"7080 Sarah Mountain, Shannontown, IN 14210"
RH 2889,TX,USA,PERSONAL,True,2020,Subaru,WRX,Black,4 Axle,VIDEO,,,,,,,,,
NO 2409,GA,USA,PERSONAL,True,2008,Kia,Forte,Red,2 Axle,TAG,False,AGN135,TAG8371,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Linda,"907 William Ferry, Richardhaven, MS 28820"
NE 653,OH,USA,PERSONAL,False,2000,Kia,So-rent-o,Black,6-plus Axles,TAG,False,AGN419,TAG2198,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nicole,"08598 Tommy Gateway Suite 828, South Summer, ND 45688"
DE 877,AZ,USA,PERSONAL,False,2017,Mercedes-Benz,S-Class,Black,3 Axle,TAG,False,AGN233,TAG9489,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jasmine,"PSC 2895, Box 3926, APO AP 33206"
NE 4007,AZ,USA,ELECTRIC,False,2015,Subaru,Ascent,Black,2 Axle,VIDEO,,,,,,,,,
VI 6174,GA,USA,PERSONAL,True,2002,Toyota,Camry,Red,2 Axle,TAG,True,AGN184,TAG8229,STICKER_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Andrea,"6219 Walker Trail Suite 611, Rojasshire, MP 68623"
WE 4677,FL,USA,ELECTRIC,False,2007,Nissan,Pathfinder,Black,4 Axle,TAG,True,AGN959,TAG4651,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Linda,"3700 Johnson Square Apt. 850, South Paige, CO 20110"
WA 1482,NJ,USA,PERSONAL,False,2005,Hyundai,El-antra,Black,2 Axle,TAG,True,AGN329,TAG3405,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Hannah,"7111 Tamara Springs Suite 606, Joneston, IL 72676"
WE 646,CA,USA,PERSONAL,True,2023,Mercedes-Benz,GLE,Blue,2 Axle,VIDEO,,,,,,,,,
AL 2484,FL,USA,PERSONAL,False,2010,Ford,F-150,White,6-plus Axles,TAG,False,AGN403,TAG4004,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Denise,"153 Mcgee Lake, South Jeremy, FL 87996"
NE 6754,MA,USA,PERSONAL,False,2009,Mercedes-Benz,S-Class,White,2 Axle,TAG,False,AGN187,TAG3815,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Teresa,"USNS Parks, FPO AP 37764"
UT 2943,MD,USA,PERSONAL,False,2019,Tesla, Model 3,Green,5 Axle,TAG,True,AGN927,TAG2635,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Calvin,"7772 Stewart Glens, West Jenniferchester, IA 01177"
WI 9009,NV,USA,ELECTRIC,True,2014,Volkswagen,Golf,Blue,3 Axle,VIDEO,,,,,,,,,
OR 5666,OR,USA,COMMERCIAL,True,2023,Kia,Sport-age,Green,2 Axle,TAG,False,AGN511,TAG8652,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kenneth,"0824 Hopkins Centers, New Tamaraton, FM 80598"
NE 8639,UT,USA,COMMERCIAL,True,2014,Kia,So-rent-o,Blue,6-plus Axles,TAG,False,AGN179,TAG5829,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Ryan,"9965 King Highway Apt. 155, Christopherberg, ME 91455"
OR 6418,VA,USA,ELECTRIC,False,2009,BMW,X5,Red,3 Axle,TAG,False,AGN202,TAG9766,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Hannah,"3216 Russell Extension, East Jeremy, NE 69757"
MA 2333,MA,USA,PERSONAL,False,2001,Audi,A4,Blue,2 Axle,VIDEO,,,,,,,,,
NO 1156,MI,USA,PERSONAL,True,2008,Toyota,RAV4,White,3 Axle,TAG,True,AGN798,TAG1101,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Richard,"USNV Reynolds, FPO AA 38682"
KE 6795,MI,USA,ELECTRIC,True,2018,Subaru	,Outback,Black,3 Axle,TAG,True,AGN783,TAG3560,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jesse,"4663 Pugh Villages Apt. 598, Humphreyland, PA 70197"
NE 2064,PA,USA,COMMERCIAL,False,2010,Hyundai,Santa Fe,Blue,4 Axle,TAG,True,AGN965,TAG5762,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Ariana,"332 Vega Mills, Melaniehaven, FM 63363"
FL 4869,NC,USA,COMMERCIAL,False,2003,Lexus,GS,Red,5 Axle,VIDEO,,,,,,,,,
MI 9824,UT,USA,PERSONAL,True,2019,Tesla,Model S,Black,4 Axle,TAG,True,AGN591,TAG4252,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,David,"955 Adam Streets, Meghanton, NV 82514"
OH 8557,OR,USA,PERSONAL,False,2014,Tesla,Model X,White,4 Axle,TAG,False,AGN394,TAG5491,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Natalie,"0110 Victor Harbor Apt. 040, Port Charles, KS 81544"
NO 2107,UT,USA,COMMERCIAL,False,2017,BMW,X3,Black,3 Axle,TAG,False,AGN780,TAG6292,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jesse,"4096 Ortiz Estate Suite 051, Port Melissa, AK 66042"
IO 1550,GA,USA,COMMERCIAL,True,2006,Honda,Accord,White,4 Axle,VIDEO,,,,,,,,,
FL 5280,OH,USA,ELECTRIC,True,2000,Lexus,NX,Green,4 Axle,TAG,True,AGN859,TAG1968,HARD_CASE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Maria,"PSC 4134, Box 0422, APO AE 66293"
VE 5865,PA,USA,PERSONAL,True,2001,Subaru,WRX,Black,2 Axle,TAG,False,AGN546,TAG4333,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Steve,"4834 Cook Ranch, New Jacob, CO 96312"
NO 9327,OH,USA,PERSONAL,True,2021,Honda,Civic,Blue,6-plus Axles,TAG,True,AGN527,TAG8782,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Kari,"Unit 8881 Box 1181, DPO AE 36738"
HA 8389,MI,USA,PERSONAL,True,2012,Tesla,Model Y,Blue,2 Axle,VIDEO,,,,,,,,,
LO 746,TX,USA,ELECTRIC,True,2005,Toyota,RAV4,White,4 Axle,TAG,True,AGN975,TAG4736,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Mario,"66743 Louis Skyway Suite 924, South William, PA 09069"
VE 6196,IL,USA,COMMERCIAL,True,2018,Kia,Sport-age,Red,6-plus Axles,TAG,True,AGN171,TAG2727,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Joseph,"USCGC Osborn, FPO AP 66639"
NE 7706,FL,USA,PERSONAL,True,2000,Subaru	,Cross-trek,Blue,5 Axle,TAG,False,AGN754,TAG9101,INTEGRATED,MOUNTED,YES,HAND_TO_CUSTOMER,Christopher,"50673 Andrews Corners, South Stephanieville, OH 70295"
NO 6871,CO,USA,COMMERCIAL,True,2013,BMW,5 Series,White,3 Axle,VIDEO,,,,,,,,,
IN 6312,UT,USA,ELECTRIC,True,2017,Toyota,Camry,Red,6-plus Axles,TAG,False,AGN598,TAG6810,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Catherine,"11230 Miller Knolls Apt. 983, Amandaberg, KS 13361"
PE 2330,PA,USA,PERSONAL,True,2009,Mercedes-Benz,C-Class,Blue,4 Axle,TAG,False,AGN202,TAG3592,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Rachel,"054 Reynolds Mills, Dawnport, WY 17870"
NE 8280,TX,USA,PERSONAL,False,2005,Ford,Explorer,Blue,5 Axle,TAG,False,AGN781,TAG9009,STICKER_TAG,STICKER,YES,HAND_TO_CUSTOMER,Brittany,"1835 Browning Tunnel Suite 112, Wilkersonborough, KS 43073"
NE 2677,UT,USA,COMMERCIAL,True,2008,Nissan,Sen-tra,White,5 Axle,VIDEO,,,,,,,,,
MA 8836,TX,USA,COMMERCIAL,True,2009,Tesla, Model 3,Black,3 Axle,TAG,True,AGN697,TAG3743,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jacob,"1374 Reese Rue Suite 812, Bethville, CO 11468"
AL 9254,VA,USA,PERSONAL,True,2021,Audi, Q7,White,5 Axle,TAG,True,AGN453,TAG8262,HARD_CASE_TAG,STICKER,NO,HAND_TO_CUSTOMER,James,"12369 Pratt Wall, Hayesside, MI 40808"
OK 8928,OR,USA,PERSONAL,False,2018,Tesla,Model S,Blue,6-plus Axles,TAG,True,AGN697,TAG8460,LICENSE_PLATE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Andrew,"9120 Bailey Rest, Port Emily, IA 22586"
UT 2180,GA,USA,ELECTRIC,True,2007,Honda,Accord,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 5694,NV,USA,PERSONAL,True,2001,Tesla,Model Y,Red,4 Axle,TAG,False,AGN230,TAG4942,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Vanessa,"23813 Lori Dam, Jenniferberg, NV 21193"
AR 8180,NY,USA,COMMERCIAL,False,2019,Volkswagen,Golf,Black,2 Axle,TAG,False,AGN667,TAG3010,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Larry,"05247 Alexander Junction Suite 483, South Elizabeth, PW 28309"
HA 4840,TX,USA,ELECTRIC,False,2009,Hyundai,Sonata,Blue,5 Axle,TAG,True,AGN114,TAG6138,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,David,"1286 Theresa Expressway, Mercadoton, KY 29410"
VE 7873,FL,USA,ELECTRIC,False,2000,Chevrolet, Malibu,Red,2 Axle,VIDEO,,,,,,,,,
VI 5233,NV,USA,COMMERCIAL,False,2000,BMW,5 Series,Green,2 Axle,TAG,True,AGN163,TAG4737,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Michael,"3341 Yvette Crest Suite 436, Lake Karenland, AS 66748"
ID 4028,GA,USA,COMMERCIAL,True,2002,Hyundai,El-antra,Red,3 Axle,TAG,True,AGN758,TAG4445,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Sarah,"368 Jessica Run Suite 255, Martinview, WY 47983"
CA 9582,NY,USA,PERSONAL,False,2006,Ford,Escape,Red,6-plus Axles,TAG,False,AGN964,TAG9750,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Dustin,"0107 Hernandez Dale Suite 041, North Dana, MS 14747"
AL 8879,TX,USA,PERSONAL,False,2000,Chevrolet, Malibu,White,2 Axle,VIDEO,,,,,,,,,
ID 5836,UT,USA,COMMERCIAL,False,2006,Mercedes-Benz,E-Class,Blue,5 Axle,TAG,True,AGN776,TAG5055,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Craig,"94686 Galvan Mews Suite 663, Westberg, ID 76211"
NE 3714,UT,USA,ELECTRIC,True,2008,Subaru	,Im-pre-za,Red,3 Axle,TAG,True,AGN514,TAG8693,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Patrick,"64290 James Crescent Suite 581, Christianview, TN 19308"
OR 8830,VA,USA,COMMERCIAL,False,2013,Nissan,Sen-tra,Green,5 Axle,TAG,True,AGN187,TAG8136,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Alex,"45085 Eric Viaduct, Zacharyside, ID 01304"
HA 3485,MD,USA,ELECTRIC,False,2013,Volkswagen,Golf,Blue,3 Axle,VIDEO,,,,,,,,,
NE 7409,AZ,USA,ELECTRIC,True,2017,Audi, Q7,White,6-plus Axles,TAG,False,AGN367,TAG7276,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Mario,"90514 Shane Shoals, Jodyside, TN 25319"
MA 8269,NJ,USA,PERSONAL,False,2001,Hyundai,Santa Fe,Green,3 Axle,TAG,False,AGN981,TAG4930,LICENSE_PLATE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kimberly,"8346 Owens Glen Apt. 765, Rogersbury, NY 54167"
MA 3510,NV,USA,COMMERCIAL,True,2020,Honda,HR-V,White,6-plus Axles,TAG,False,AGN622,TAG5198,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Thomas,"9134 John Parkways, West Steventon, RI 89170"
NE 4353,NY,USA,PERSONAL,True,2010,Audi,A4,White,4 Axle,VIDEO,,,,,,,,,
MA 9528,AK,USA,COMMERCIAL,False,2022,Tesla,Model Y,Black,4 Axle,TAG,False,AGN732,TAG3807,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kristen,"1778 Kelly Turnpike Suite 931, East Katherineborough, PW 89257"
